BusinessName,ClosingTime,Capacity,Phone,Address,Location,LocationComment
"CALIFORNIA PIZZA KITCHEN, INC.",1:00 AM,175,NULL,"800 Boylston ST, Boston MA","(42.348521, -71.0822975)",800 Boylston St Prudential Center #155; In one room on first floor  kitchen in rear  storage in basement. 175 patrons inside (168 seating  7 standing)  also  outdoor seasonal patio  for 26 patrons  which will close at 10:00 p.m.
"J. P. PARTNERS, INC.",1:00 AM,150,NULL,"435 S Huntington AV, Jamaica Plain MA","(42.3197799, -71.1119401)",Two rear exits for emergency and stock; in two rooms and kitchen first floor; cellar for stock and to include an outdoor seasonal patio from April through October for fifty-two (52) patrons on Private Property between the  hours of 11:00 A.M. - 11:00 P.M.  Capacity breakdown: 126 seated  24 standing
"FFC, INC.",1:00 AM,180,NULL,"346 Hanover St, Boston MA","(42.3649897, -71.0534832)",In one room and kitchen on first floor; cellar for stock.
"443 BROADWAY, LLC",1:00 AM,360,(617)269-9999,"439 W Broadway, South Boston MA","(42.3361715, -71.04723729999999)",IN THREE ROOMS ON GROUND FLOOR WITH KITCHEN IN BACK RIGHT  MAIN ENTRANCE OFF WEST BROADWAY AND EMERGENCY EXITS AT REAR OF RESTAURANT; BAR SEATING ON LEFT UPON ENTRANCE  LIVE MUSIC AREA TOWARD REAR AND TWO PRIVATE DINING ROOM AREAS LOCATED BACK LEFT AND BACK RIGHT OF RESTAURANT; BASEMENT TO INCLUDE
"READVILLE TAVERN, INC.",2:00 AM,85,NULL,"11 Wolcott CT, Hyde Park MA","(42.2385709, -71.1297795)",Rear exit for emergency and stock; in one room and kitchen on first floor; cellar for stock
"CARLO'S CUCINA ITALIANA, INC.",11:00 PM,48,NULL,"131 Brighton AV, Allston MA","(42.3531397, -71.131173)",IN ONE ROOM WITH KITCHEN ON THE GROUND FLOOR  STORAGE IN BASEMENT.
"SCHIAFFO, INC.",MIDNIGHT,38,NULL,"307 Hanover ST, Boston MA","(42.3638847, -71.0541178)",IN ONE ROOM AND KITCHEN ON FIRST FLOOR; STORAGE AND KITCHEN PREP IN BASEMENT.
"CROKE PARK, INC.",2:00 AM,67,NULL,"268 W Broadway, South Boston MA","(42.3393534, -71.05121609999999)",Emergency exit; in two rooms on first floor; cellar for stock.
"JACKEENS, INC.",2:00 AM,358,NULL,"11 Beacon ST, Boston MA","(42.3584906, -71.0617552)",MAIN ENTRANCE AT 11 BEACON STREET  ONE MAIN ROOM AT THE FRONT WITH KITCHEN AND STORAGE AT REAR OF FRONT ROOM  AND ONE ROOM AT THE REAR WITH BILLIARD TABLES AND STORAGE.  EXITS ON SOMERSET STREET AND AT THE REAR OF 15 BEACON STREET.
"DU FOURS, INC.",1:00 AM,104,NULL,"30 Gloucester ST, Boston MA","(42.3494627, -71.0844343)",Basement 30 Gloucester Street; in two rooms of basement rear of 32 Gloucester Street and to include area outdoor patio at rear of 34 Gloucester Street.
711 CENTRE LLC,1:00 AM,58,(617)522-9500,"711 Centre ST, Jamaica Plain MA","(42.3114229, -71.1145861)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  Capacity breakdown: 44 seated  14 standing.
OLIVER TWIST INC,2:00 AM,960,(617)536-4840,"62 Brookline Av, Boston MA","(42.3474104, -71.0981247)",Side entrance and emergency exit at 69 Lansdowne Street  enlarged dining room and kitchen with storage on the first floor; also enlarged function room on the first floor; basement for storage with an outdoor patio for 104 patrons between the hours of 8:00 a.m. - 2:00 a.m.  DPW LAND
"WEST END DINING, LLC",2:00 AM,199,NULL,"65 Causeway ST, Boston MA","(42.36445370000001, -71.0626214)",In one (1) room  kitchen and storage on ground floor;  in one (1) room on second floor;  basement for storage; entrance and exit on Causeway Street with emergency exit onto Lancaster Street.  First floor only-Standing 48  Bar Stools 16 & Tables & Chairs 36. Second floor-99.
"PARK AVENUE GROUP, INC.",1:00 AM,157,NULL,"1406 Hyde Park AV, Hyde Park MA","(42.250609, -71.1257734)",Unnumbered entrance in rear to cellar for stock; in two rooms and kitchen on first floor; cellar for stock. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.
"OZNEMOC, INC.",2:00 AM,394,NULL,"12 Lagrange ST, Boston MA","(42.3514331, -71.0633569)",ENTIRE FIRST  SECOND AND THIRD FLOORS  AND CELLAR FOR STOCK.  Capacity breakdown: 1st fl - 113 seated; mezzanine - 93 seated; 2nd fl - 108 seated; 3rd fl - 80 seated.
"BOSTON CULINARY GROUP, INC.",MIDNIGHT,5443,NULL,"290 Northern AV, Boston MA","(42.3486041, -71.0360352)",IN ENTIRE PREMISES KNOWN AS THE BANK OF AMERICA PAVILLION PERFORMANCE SPACE INCLUDING SEATING AREA  CONCESSION AREAS AND CONCOURSE  AND PRIVATE FUNCTION SPACE.
"O&M PARTNERS, LLC",1:00 AM,96,NULL,"1664 Dorchester Av, Dorchester MA","(42.2935139, -71.0619516)",Two rear entrances from alley for stock; in two rooms and kitchen on first floor; cellar for stock.
"669 CENTRE, LLC",1:00 AM,28,(617)524-9217,"Centre St, Jamaica Plain MA","(42.3099321, -71.1152957)",WITH DINING ROOM AND KITCHEN ON THE FIRST FLOOR; AND BASEMENT FOR STORAGE.
"BERKELEY-CHANDLER, INC.",2:00 AM,0,NULL,"22 Chandler ST, Boston MA","(42.34695230000001, -71.0707139)",Unnumbered entrance on Chandler Street for stock in whole of said building. (6. No more than 11 seats at the bar.)   (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)
"FACILITY CONCESSION SERVICES, INC.",2:00 AM,871,NULL,"74 Warrenton ST, Boston MA","(42.3500011, -71.0661658)",In whole of said building.
CR ENTERPRISES CORP.,1:00 AM,83,NULL,"Chestnut ST, Boston MA","(42.3571057, -71.0694747)",Two exits at 75A Chestnut Street with fire escape at 75 Chestnut Street; one room and kitchen on first floor; and cellar for stock.
CHARLESMARK HOTEL LLC,2:00 AM,0,NULL,"655 Boylston ST, Boston MA","(42.3500609, -71.0785848)",In whole said building including adjacent restaurant space.  Hotel first floor dining (+/-2 312 SF) with seating for 90 persons and outdoor patio with seating for 30 persons. Hotel restaurant first floor (+/-1 343 SF) with seating for 100 persons and outdoor patio for 28 persons. Outdoor patio locat
"CHAU CHOW III, LLC",11:00 PM,280,NULL,"699 William T Morrissey BL, Dorchester MA","(42.2978802, -71.0498928)",In two dining rooms on the first floor; kitchen in the rear  storage in the rear and in the basement
"CHAU CHOW CITY, INC.",2:00 AM,552,NULL,"81 Essex ST, Boston MA","(42.3524171, -71.060316)",One room on the mezzanine level for dining; One room on the first floor for dining; kitchen in the rear  One room on the second floor for dining; basement for storage.  Capacity breakdown: 1st fl - 144; 2nd fl - 360; mezzanine - 48.
HAMPSHIRE HOUSE CORPORATION,2:00 AM,301,NULL,"29 Faneuil Hall SQ, Boston MA","(42.3602285, -71.0547722)",RESTAURANT & PUB ON 2 LEVELS  ONE AT GROUND LEVEL ON THE SOUTH SIDE OF THE BLDG  ANOTHER 1/2 FLIGHT DOWN WITHIN THE CENTRAL BLDG   COLLECTIVELY CONSISTING OF 2 ENTRANCES/EXITS.  KITCHEN & STORAGE IN BASEMENT; SIDE PATIOS ADJOINING ON ST LEVEL (COVERED & UNCOVERED) ON SOUTH SIDE OF THE BLDG.  CAPACIT
NEW TIMES GROUP CORPORATION,1:00 AM,40,NULL,"30 Massachusetts AV, Boston MA","(42.3504615, -71.0889789)",40 SEAT RESTAURANT WITH KITCHEN AND STORAGE IN THE REAR.
"HAPPY DUCK, INC.",1:00 AM,78,NULL,"829 Boylston ST, Boston MA","(42.3489456, -71.0826005)",In one room on the first floor  kitchen and storage in the rear emergency exit located in rear existing onto alley between Boylston and Newbury Street.
"MW & W, INC.",2:00 AM,645,NULL,"9 Tyler ST, Boston MA","(42.3511223, -71.060924)",IN ONE ROOM ON FIRST FLOOR; IN THREE ROOMS AND KITCHEN AND STORAGE ON SECOND AND THIRD FLOORS. CAPACITY 395- 2ND FLOOR  290- 3RD FLOOR.  9 TYLER STREET  BOSTON  MA  02111. Capacity breakdown: 47 persons first floor  355 persons second floor and 290 persons third floor.
"CORREIA, INC.",1:00 AM,80,NULL,"257 Norfolk AV, Roxbury MA","(42.3237247, -71.06809249999999)",Unnumbered emergency exit on Norfolk Avenue; two rooms and kitchen first floor; cellar for stock.  Capacity breakdown: dining rm - 38; bar side - 42.
"DURIAN CAFE, INC.",10:00 PM,46,NULL,"187 Main St, Charlestown MA","(42.37603989999999, -71.064773)",In one large room on the first floor  kitchen in the rear  storage in the basement.
South End Joint Venture III (SEJVIII) General Pat.,2:00 AM,300,NULL,"490 Harrison AV, Roxbury MA","(42.3422461, -71.0657087)",IN TWO ROOMS INCLUDING FUNCTION ROOM ON GROUND FLOOR WITH KITCHEN AND BATHROOMS; ONE ROOM ON MEZZANINE LEVEL FOR DINING AND BAR AREA; AND A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.( MANAGEMENT AGREEMENT APPROVED
"LOGAN AIRPORT PARTNERS, LLC",2:00 AM,71,NULL,"Logan Airport, Terminal B, East Boston MA","(42.3645508, -71.0195449)",TERMINAL E LOGAN INT'L AIRPORT  EAST BOSTON  MA. 02128. UNIT BA-A23 INCLUDING 1600 SQUARE FEET LOCATED WITHIN TERMINAL B  LOGAN INT'L AIRPORT.
"CITY TAP HOUSE FORT POINT, LLC",1:00 AM,0,NULL,"22 Boston Wharf RD, Boston MA","(42.350458, -71.0468982)",10 BOSTON WHARF ROAD; BOSTON  MA 02210-On first floor of a six (6) story building. Indoor dining including Dining Area (+/- 2 029 SF) with seating for one hundred twenty eight (128); PDR (+/- 514 SF) with seating for twenty four (24); Bar Dining (+/- 936 SF) with seating for twenty four (24); Bar ar
MCBOIS LIMITED,2:00 AM,40,NULL,"278 Shawmut AV, Roxbury MA","(42.3429145, -71.0689787)",Rear entrance to cellar from yard for stock; in one room and kitchen on first floor; cellar for stock.
"MILE 22, INC.",2:00 AM,240,NULL,"1958 BEACON ST, BRIGHTON MA","(42.33646299999999, -71.1504714)",In two rooms and kitchen on the first floor; one room on the second floor; cellar for stock with a seasonal dining area on the outside deck.  CAPACITY BREAKDOWN: 1st floor maximum capacity 100.  2nd floor maximum capacity 140.
21 MERCHANTS ROW CORPORATION,2:00 AM,390,NULL,"21 Merchants RO, Boston MA","(42.35944509999999, -71.0553946)",Side and rear emergency exits; bulkhead entrance to cellar for stock - in one room and kitchen first floor; cellar for stock.
"A.T.G., INC.",2:00 AM,349,NULL,"331 Columbus AV, Boston MA","(42.346241, -71.075215)",In two rooms  one to be a function room and kitchen on the first floor and one large function room in basement; also basement for storage with an increase in seating capacity.  Capacity breakdown: bar/lounge - 199; function room - 50; function room - 100.
BALTARY CORP.,1:00 AM,90,NULL,"342 W Broadway, South Boston MA","(42.3383377, -71.0496723)",342 WEST BROADWAY AND REAR ENTRANCE LEADING FROM PASSAGEWAY FOR STOCK; IN ONE ROOM ON FIRST FLOOR WITH KITCHEN; CELLAR FOR STOCK.
"CLOVER FAST FOOD, INC.",11:00 PM,0,(617)640-1884,"27 School St, Boston MA","(42.357757, -71.05902)",1420 SF Ground floor: Kitchen  counter  seating area & bathrooms. 1082 SF Mezzanine Level: Seating areas & bathrooms.
BHC CORPORATION GENERAL PARTNER,2:00 AM,433,NULL,"209 Columbus AV, Boston MA","(42.3484831, -71.07244109999999)",IN FOUR ROOMS AND KITCHEN ON THE FIRST FLOOR - BASEMENT FOR STOCK.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 28 PATRONS WITH PATIO HOURS: WEEKDAYS: 5:00 P.M. - 11:00 P.M. AND WEEKENDS AND HOLIDAYS: 11:00 A.M. - 11:00 P.M.
"BAYSIDE CLUB HOTEL, LLC",2:00 AM,0,NULL,"240 Mount Vernon ST, Dorchester MA","(42.3202889, -71.0478732)",In whole of said building  ground floor with function room with bar  kitchen and prep area storage  first level comprised of restaurant with dining area  lounge  bar and kitchen and hotel lobby; floors one through six are comprised of 6 guest rooms per fl
"COLUMBUS PARTNERS, INC.",1:00 AM,70,NULL,"329 Columbus AV, Boston MA","(42.3462731, -71.0750553)",IN ONE ROOM ON FIRST FLOOR; REAR ROOM AND CELLAR FOR STOCK.
HUNTINGTON HOTEL CORP.,2:00 AM,0,NULL,"120 Huntington Av, Boston MA","(42.3454541, -71.0810685)",UNNUMBERED SIDE ENTRANCE; SIDE & REAR EMERGENCY EXITS IN WHOLE OF SAID BLDG WITH AN OUTSIDE PATIO WITH SEATING CAPACITY OF AN ADDITIONAL 40 PATRONS AND TO INCREASE THE INNHOLDER'S LICENSE TO INCLUDE A 20-STORY RESIDENTIAL TOWER  KNOWN AS THE COLONNADE RESIDENCES  & CONTAINING 99 UNITS  CONNECTED BY
"1844, INC.",9:00 PM,26,NULL,"1844 Centre ST, West Roxbury MA","(42.286156, -71.15393159999999)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
"PIER 50, LLC",2:00 AM,237,(617)792-4407,"50 Northern Av, Boston MA","(42.3534302, -71.0462)",OPEN DINING AND BAR AREA IN ONE ROOM +/- 310 SQUARE FEET; PRIVATE DINING AREA LOCATED IN THE REAR +/- 201 SQUARE FEET; KITCHEN AND STORAGE TO THE LEFT OF MAIN ENTRANCE.  OUTDOOR BAR AND PATIO SEATING FOR 8 PATRONS AT THE BAR AND 79 PATRONS AT TABLES ON PRIVATE PROPERTY +/- 1 145 SQUARE FEET; PATIO
"BKW PARTNERS, INC.",1:00 AM,123,NULL,"329 Huntington AV, Boston MA","(42.34091799999999, -71.0882276)",IN ONE LARGE DINING ROOM  KITCHEN  AND TWO ROOMS  FOR STORAGE IN BASEMENT LEVEL.
"ONE HUNDRED SEVENTY THREE MILK ST.,INC.",2:00 AM,203,NULL,"171 Milk ST, Boston MA","(42.3582517, -71.0533884)",In three rooms and kitchen on first floor; basement for stock.
CPF COPLEY LESSEE LLC,2:00 AM,0,NULL,"47 Huntington Av, Boston MA","(42.3482726, -71.0786234)",IN WHOLE OF SAID BUILDING  BUT DELETING IN ONE ROOM ON 1ST FLOOR WITH MAIN ENTRANCE TO HOTEL LOBBY AND EXIT TO HUNTINGTON AVENUE (FORMERLY KNOWN AS THE ORIGINAL SPORTS SALOON) AND ALSO DELETING OUTDOOR SIDEWALK CAFE TO ACCOMMODATE 16 PERSONS FOR EACH RESTAURANT FOR HOTEL (32 TOTAL).
VERVEINE CORP.,1:00 AM,40,NULL,"253 Shawmut AV, Roxbury MA","(42.3434463, -71.0687076)",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN THE REAR  ALSO TO INCLUDE A SEASONAL OUTSIDE PATIO/CAFE FROM  MAY 1ST THROUGH OCTOBER 31ST.
"CORNER CAFE, INC.",2:00 AM,32,NULL,"87 Prince ST, Boston MA","(42.3654968, -71.055959)",Bulkhead entrance to cellar for stock;in one room and kitchen on first floor; cellar for stock.  87 1/2 PRINCE STREET  BOSTON  MA  02113
"CHIN FAMILY, LLC",2:00 AM,54,NULL,"162 Lincoln St, Boston MA","(42.3507622, -71.05834279999999)",Rear exit for emergency and stock; In two rooms and kitchen first floor; cellar for stock.
"BRAEMORE LOUNGE, INC.",2:00 AM,170,(617)262-3749,"652 Beacon ST, Boston MA","(42.349396, -71.09590299999999)",IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN; MAIN ENTRANCE ON BEACON STREET AND EXIT TO ALLEY IN REAR; OFFICE ON MEZZANINE; STORAGE IN BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 16 PATRONS FROM APRIL THROUGH OCTOBER.
"CONEY ISLAND BAR, INC.",1:00 AM,180,NULL,"396 Market ST, Brighton MA","(42.3498844, -71.1527658)",Side entrance from driveway off Market Street; in one room kitchen and office on first floor; cellar for stock.
"LAGRANGE LOUNGE AND RESTAURANT, INC.",2:00 AM,250,NULL,"2022 Centre ST, West Roxbury MA","(42.280795, -71.157921)",Rear entrance for stock; in one room  kitchen  and office on the first floor; cellar for stock.
"COSMOPOLITAN LOUNGE, INC.",2:00 AM,94,NULL,"276 Bennington ST, East Boston MA","(42.3788167, -71.02904579999999)",Rear entrance to cellar for stock; in two rooms and kitchen first floor; cellar for stock.
"COSTELLO'S TAVERN, INC.",2:00 AM,150,NULL,"717 Centre ST, Jamaica Plain MA","(42.311276, -71.114767)",Unnumbered entrance from parking lot in rear; in one room and kitchen on first floor; dining area and storage in basement.
JOHNNY BOY'S INC.,1:00 AM,48,NULL,"1227 Hyde Park Av, Hyde Park MA","(42.25720500000001, -71.124056)",Rear emergency exit; in one room and kitchen on first floor; cellar for stock.
COURTYARD MANAGEMENT CORPORATION,2:00 AM,0,NULL,"275 Tremont ST, Boston MA","(42.3499198, -71.06556739999999)",In whole of said building - deleting 279 Tremont Street; also deleting entire third floor ballroom  kitchen and storage room and fourth floor balcony areas  the seperate (non-lobby) entrance from Tremont Street. Exit and emergency exits from the third and fourth floor areas of the building.  2 rooms
HIREN BOSTON LLC,2:00 AM,0,NULL,"33 W Howell ST, Dorchester MA","(42.3258637, -71.0598079)",63R BOSTON STREET  DORCHESTER  IN WHOLE OF SAID BUILDING.
"MJ BACK BAY, LLC",10:30 PM,0,NULL,"88 Exeter ST, Boston MA","(42.3485863, -71.0788633)",IN WHOLE OF SAID BUILDING.  ( SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE  PREMISES. )
"TURNAROUND SUSHI, INC.",1:00 AM,108,NULL,"75 Kneeland ST, Boston MA","(42.3500947, -71.0606782)",In one (1) room on first floor with kitchen and storage in rear main entrance on Kneeland Street  second entrance/exit on Tyler Street and emergency exit to Tyler Street.  Pursuant to the authority contained in Chapter 481 of the Acts of 1994.
"CRAZY DOUGH BOYLSTON, LLC",2:00 AM,49,NULL,"1124 Boylston St, Boston MA","(42.3467175, -71.0889175)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 11 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.
BOBBY CHARLTON LLC,2:00 AM,196,NULL,"495 Beacon ST, Boston MA","(42.3505219, -71.0897731)",Two rooms and kitchen first floor; One room second floor; Basement for stock.
CRUDO NORTH END LLC,12:30 AM,76,(617)491-8050,"78 Salem ST, Boston MA","(42.3637, -71.05590699999999)",ONE ROOM ON THE FIRST FLOOR DINING AREA WITH 28 SEATS (INCLUDING DINING BAR WITH 10 SEATS); ONE ROOM ON THE SECOND FLOOR DINING AREA WITH APPROXIMATELY 54 SEATS (INCLUDING DINING BAR WITH 10 SEATS); STORAGE ON THIRD FLOOR AND ONE ROOM IN BASEMENT FOR KITCHEN & STORAGE. 11:30 CLOSING SUNDAY & WEDNESD
"FIRE IT UP STATE STREET, LLC",10:00 PM,19,(603)235-9318,"107 State St, Boston MA","(42.358934, -71.0549472)",A PORTION OF THE GROUND FLOOR AND BASEMENT OF THE BUILDING LOCATED AT 107-109 STATE STREET CONSISTING OF APPROXIMATELY 1 350 SQUARE FEET ON THE GROUND FLOOR AND 500 SQUARE FEET IN THE BASEMENT  WITH TWO ENTRANCES AND TWO EXITS.
RUSSIAN BENEVOLENT SOCIETY,2:00 AM,440,NULL,"14 Linden ST, Allston MA","(42.355614, -71.130667)",TWO ROOMS ON FIRST FLOOR; KITCHEN AND STORAGE IN REAR WITH THE ADDITION OF A REAR ROOM INCLUDING RESTAURANT AND OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 80 PATRONS FROM APRIL 15TH-OCTOBER 15TH BETWEEN THE HOURS OF 11:00 A.M.-2:00 A.M.  183 MAIN BANQUET AND RESTAURANT  177 REAR RESTAURANT & 80
"PAIGE HOSPITALITY, INC.",2:00 AM,382,NULL,"246 Tremont ST, Boston MA","(42.3507311, -71.0647252)",ON ONE FLOOR IN LOWER LEVEL OF BUILDING  IN TWO ROOMS: FRONT LOUNGE/MAIN ROOM WITH MAIN BAR  OVERFLOW BAR AND LOUNGE SEATING; REAR LOUNGE WITH DEDICATED BAR AND ADDITIONAL SEATING.  KITCHEN AND STORAGE IN REAR.
MCCARTHY'S INC. OF BOSTON,1:00 AM,73,NULL,"1592 Tremont ST, Roxbury MA","(42.33345500000001, -71.1031431)",Rear entrance from yard; bulkhead entrance for stock; in one room on first floor; rear room on first floor and cellar for stock.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN MCCARTHY'S  INC. OF BOSTON AND P.T. O'SULLIVAN.
EIGHT REGIONS LLC,1:00 AM,101,NULL,"162 Columbus AV, Boston MA","(42.349203, -71.0706227)",First floor consisting of one dining room with bar  office  storage room  kitchen and prep area; entrance/exit from Columbus Avenue and rear exit to alley; also  seasonal outdoor patio.  Capacity breakdown: 101 inside; 24 outside.
J.T.J. CORPORATION,2:00 AM,237,NULL,"Newbury St, Boston MA","(42.3492917, -71.0836492)",Entrance at 240A Newbury St unnumbered entrance on Fairfield Street  in two rooms (one room for dining and one room for storage) kitchen in basement  separate room for storage to include adjacent property in one room on lower level at 41 Fairfield Street.  CAPACITY BREAKDOWN: ROOM #1 - 153; ROOM #2
"DARRYLS'S CORNER BAR & KITCHEN, INC.",2:00 AM,108,NULL,"604 Columbus AV, Roxbury MA","(42.3397478, -71.0824193)",IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  Capacity breakdown: 96 seating; 12 standing.
"75 ARLINGTON STREET, INC.",2:00 AM,234,NULL,"75 Arlington ST, Boston MA","(42.350627, -71.0704834)","4 ROOMS  KITCHEN  STORAGE ROOM ON 1ST FLOOR; EXIT/ENTRANCEONTO ARLINGTON STREET  2 EXITS/ENTRANCES INTO LOBBY OF BUILDING: ENTRANCE/EXIT FOR TAKE OUT DELIVERY AND TO INCLUDE THE ""ENTIRE EAST AND WEST LOBBIES""."
BRIGHTON R.I CORPORATION,1:00 AM,168,NULL,"1234 Soldiers Field RD, Brighton MA","(42.3634969, -71.1363408)",IN ONE ROOM ON FIRST FLOOR WITH KITCHEN  STORAGE  AND LOUNGE AREAS IN THE REAR  STORAGE IN THE BASEMENT.  PREMISES TO ALSO INCLUDE 117 ROOMS IN THE EXISTING HOTEL PREMISES FOR THE SERVICE OF FOOD AND ALCOHOLIC BEVERAGE.
"CHEESINE, INC.",1:00 AM,48,NULL,"399 W Broadway, South Boston MA","(42.33702419999999, -71.04847529999999)",STREET LEVEL ENTRY  ONE FLOOR. KITCHEN IN BACK. SECOND ENTRANCE IN BACK. COOLERS AND STORAGE DOWNSTAIRS.
DECIBEL ENTERPRISES LLC,2:00 AM,180,NULL,"1238 Dorchester AV, Dorchester MA","(42.308402, -71.0580389)",IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE AN OUTDOOR PATIO FOR 40 PATRONS ON PRIVATE PROPERTY.  Capacity breakdown: 180 inside  40 outside.
"DEEP ELLUM, INC.",2:00 AM,148,NULL,"477 Cambridge ST, Allston MA","(42.3539178, -71.1370326)",REAR ENTRANCE TO KITCHEN FROM YARD FOR STOCK; IN TWO ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE AN OUTDOOR ANNUAL DINING/DECK  FOR 38 PATRONS FROM 11:00 A.M. - 2:00 A.M.
"DEL FRISCO'S OF BOSTON, LLC",2:00 AM,400,NULL,"230 Northern AV, Boston MA","(42.3492168, -71.0396903)",A RESTAURANT LOCATED ON 1 625 SQUARE FEET OF THE FIRST FLOOR AND 12  075 SQUARE FEET OF THE 2ND FLOOR OF THE WEST BUILDING OF 230 NORTHERN AVENUE.  KITCHEN AND SEATING LOCATED ON THE 2ND FLOOR.  ONE MAIN ENTRANCE/EXIT AND AN ADDITIONAL SIDE EXIT.
CARLOS MARTE,12:00 AM,117,(617)477-4546,"635 Hyde Park AV, Hyde Park MA","(42.2785657, -71.1194835)",The main dining area  with access to the basement  a kitchen and entrance at the street and an exit to the rear.  With a midnight closing hour.
COLUMBUS MANAGING CORP.,11:00 PM,49,NULL,"754 South ST, Roslindale MA","(42.286962, -71.12953399999999)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR WITH STORAGE IN THE BASEMENT.
